date,price
2022/12/16,1792.60 
2022/12/19,1790.80 
2022/12/20,1813.90 
2022/12/21,1817.60 
2022/12/22,1800.70 
2022/12/23,1800.70 
2022/12/26,1800.70 
2022/12/27,1800.70 
2022/12/28,1803.40 
2022/12/29,1813.80 
2022/12/30,1813.80 
2023/1/2,1813.80 
2023/1/3,1843.30 
2023/1/4,1857.30 
2023/1/5,1834.00 
2023/1/6,1852.20 
2023/1/9,1878.90 
2023/1/10,1878.70 
2023/1/11,1872.40 
2023/1/12,1882.60 
2023/1/13,1907.20 
2023/1/16,1917.00 
2023/1/17,1913.80 
2023/1/18,1920.70 
2023/1/19,1918.60 
2023/1/20,1924.90 
2023/1/23,1914.90 
2023/1/24,1920.80 
2023/1/25,1930.80 
2023/1/26,1932.50 
2023/1/27,1923.10 
2023/1/30,1924.10 
2023/1/31,1923.90 
2023/2/1,1925.90 
2023/2/2,1921.70 
2023/2/3,1875.40 
2023/2/6,1873.30 
2023/2/7,1870.70 
2023/2/8,1872.70 
2023/2/9,1879.10 
2023/2/10,1859.70 
2023/2/13,1856.10 
2023/2/14,1863.70 
2023/2/15,1831.20 
2023/2/16,1829.00 
2023/2/17,1834.00 
2023/2/20,1845.80 
2023/2/21,1836.90 
2023/2/22,1835.80 
2023/2/23,1826.10 
2023/2/24,1811.00 
2023/2/27,1818.70 
2023/2/28,1824.60 
2023/3/1,1841.30 
2023/3/2,1836.20 
2023/3/3,1841.20 
2023/3/6,1849.10 
2023/3/7,1826.60 
2023/3/8,1816.30 
2023/3/9,1831.40 
2023/3/10,1861.30 
2023/3/13,1911.30 
2023/3/14,1907.60 
2023/3/15,1923.40 
2023/3/16,1922.80 
2023/3/17,1962.10 
2023/3/20,1969.40 
2023/3/21,1952.50 
2023/3/22,1949.40 
2023/3/23,1978.00 
2023/3/24,1993.80 
2023/3/27,1946.30 
2023/3/28,1962.90 
2023/3/29,1965.00 
2023/3/30,1965.80 
2023/3/31,1979.70 
2023/4/3,1983.30 
2023/4/4,2009.60 
2023/4/5,2030.90 
2023/4/6,2001.90 
2023/4/7,2001.90 
2023/4/10,2001.90 
2023/4/11,2002.70 
2023/4/12,2008.20 
2023/4/13,2048.50 
2023/4/14,2019.40 
2023/4/17,1995.60 
2023/4/18,1999.40 
2023/4/19,1990.60 
2023/4/20,2007.20 
2023/4/21,1973.70 
2023/4/24,1978.20 
2023/4/25,1987.40 
2023/4/26,2003.00 
2023/4/27,1985.70 
2023/4/28,1982.60 
2023/5/1,1982.60 
2023/5/2,1995.40 
2023/5/3,2014.30 
2023/5/4,2044.70 
2023/5/5,2001.00 
2023/5/8,2001.00 
2023/5/9,2030.20 
2023/5/10,2037.20 
2023/5/11,2016.00 
2023/5/12,2019.90 
2023/5/15,2019.90 
2023/5/16,2007.50 
2023/5/17,1974.40 
2023/5/18,1960.30 
2023/5/19,1961.60 
2023/5/22,1970.30 
2023/5/23,1969.20 
2023/5/24,1969.70 
2023/5/25,1948.30 
2023/5/26,1947.90 
2023/5/29,1947.90 
2023/5/30,1952.50 
2023/5/31,1964.40 
2023/6/1,1974.40 
2023/6/2,1963.30 
2023/6/5,1959.70 
2023/6/6,1957.30 
2023/6/7,1967.40 
2023/6/8,1966.40 
2023/6/9,1960.30 
2023/6/12,1952.90 
2023/6/13,1954.40 
2023/6/14,1955.80 
2023/6/15,1952.40 
2023/6/16,1959.80 
2023/6/19,1951.20 
2023/6/20,1930.50 
2023/6/21,1925.70 
2023/6/22,1920.10 
2023/6/23,1930.70 
2023/6/26,1922.90 
2023/6/27,1918.90 
2023/6/28,1908.40 
2023/6/29,1899.60 
2023/6/30,1912.30 
2023/7/3,1928.80 
2023/7/4,1927.80 
2023/7/5,1924.70 
2023/7/6,1908.80 
2023/7/7,1922.30 
2023/7/10,1922.80 
2023/7/11,1934.00 
2023/7/12,1953.30 
2023/7/13,1958.10 
2023/7/14,1953.70 
2023/7/17,1949.60 
2023/7/18,1975.00 
2023/7/19,1975.40 
2023/7/20,1976.10 
2023/7/21,1960.60 
2023/7/24,1960.00 
2023/7/25,1958.70 
2023/7/26,1966.30 
2023/7/27,1945.40 
2023/7/28,1954.30 
2023/7/31,1970.70 
2023/8/1,1947.20 
2023/8/2,1944.20 
2023/8/3,1935.70 
2023/8/4,1942.50 
2023/8/7,1931.70 
2023/8/8,1926.40 
2023/8/9,1922.80 
2023/8/10,1920.90 
2023/8/11,1915.80 
2023/8/14,1903.80 
2023/8/15,1903.90 
2023/8/16,1904.20 
2023/8/17,1896.40 
2023/8/18,1893.70 
2023/8/21,1889.90 
2023/8/22,1892.80 
2023/8/23,1916.70 
2023/8/24,1917.10 
2023/8/25,1915.50 
2023/8/28,1915.50 
2023/8/29,1930.00 
2023/8/30,1947.60 
2023/8/31,1942.30 
2023/9/1,1940.60 
2023/9/4,1937.20 
2023/9/5,1926.10 
2023/9/6,1922.10 
2023/9/7,1918.40 
2023/9/8,1927.80 
2023/9/11,1925.00 
2023/9/12,1908.60 
2023/9/13,1913.80 
2023/9/14,1901.80 
2023/9/15,1927.70 
2023/9/18,1923.50 
2023/9/19,1934.90 
2023/9/20,1943.40 
2023/9/21,1915.00 
2023/9/22,1927.40 
2023/9/25,1924.90 
2023/9/26,1907.10 
2023/9/27,1887.30 
2023/9/28,1873.60 
2023/9/29,1870.50 
2023/10/2,1833.10 
2023/10/3,1822.50 
2023/10/4,1819.00 
2023/10/5,1819.50 
2023/10/6,1819.60 
2023/10/9,1845.50 
2023/10/10,1857.00 
2023/10/11,1871.30 
2023/10/12,1874.00 
2023/10/13,1909.20 
2023/10/16,1918.10 
2023/10/17,1928.20 
2023/10/18,1955.70 
2023/10/19,1953.60 
2023/10/20,1988.50 
2023/10/23,1973.00 
2023/10/24,1963.70 
2023/10/25,1983.30 
2023/10/26,1975.00 
2023/10/27,1982.90 
2023/10/30,1997.60 
2023/10/31,1996.90 
2023/11/1,1986.40 
2023/11/2,1983.60 
2023/11/3,1994.50 
2023/11/6,1984.60 
2023/11/7,1960.70 
2023/11/8,1959.40 
2023/11/9,1957.50 
2023/11/10,1941.70 
2023/11/13,1931.20 
2023/11/14,1969.10 
2023/11/15,1958.20 
2023/11/16,1980.10 
2023/11/17,1981.10 
2023/11/20,1968.70 
2023/11/21,2006.60 
2023/11/22,1997.60 
2023/11/23,1992.90 
2023/11/24,2000.90 
2023/11/27,2013.70 
2023/11/28,2025.70 
2023/11/29,2047.00 
2023/11/30,2035.50 
2023/12/1,2045.40 
2023/12/4,2049.10 
2023/12/5,2023.40 
2023/12/6,2026.40 
2023/12/7,2026.90 
2023/12/8,2008.10 
2023/12/11,1986.70 
2023/12/12,1980.90 
2023/12/13,1982.50 
2023/12/14,2046.10 
2023/12/15,2032.30 
2023/12/18,2024.00 
2023/12/19,2041.40 
2023/12/20,2035.60 
2023/12/21,2041.70 
2023/12/22,2041.70 
2023/12/25,2041.70 
2023/12/26,2041.70 
2023/12/27,2069.40 
2023/12/28,2078.40 
2023/12/29,2078.40 
2024/1/1,2078.40 
2024/1/2,2067.60 
2024/1/3,2042.10 
2024/1/4,2039.60 
2024/1/5,2056.40 
2024/1/8,2025.10 
2024/1/9,2034.90 
2024/1/10,2026.80 
2024/1/11,2029.20 
2024/1/12,2055.70 
2024/1/15,2049.90 
2024/1/16,2038.20 
2024/1/17,2011.80 
2024/1/18,2013.20 
2024/1/19,2028.60 
2024/1/22,2021.60 
2024/1/23,2023.00 
2024/1/24,2024.70 
2024/1/25,2023.80 
2024/1/26,2018.50 
2024/1/29,2022.50 
2024/1/30,2043.10 
2024/1/31,2053.30 
2024/2/1,2045.90 
2024/2/2,2034.20 
2024/2/5,2018.00 
2024/2/6,2030.80 
2024/2/7,2041.60 
2024/2/8,2028.70 
2024/2/9,2023.50 
2024/2/12,2015.20 
2024/2/13,1996.10 
2024/2/14,1985.10 
2024/2/15,2004.10 
2024/2/16,1997.90 
2024/2/19,2017.10 
2024/2/20,2029.10 
2024/2/21,2026.80 
2024/2/22,2024.00 
2024/2/23,2027.50 
2024/2/26,2027.20 
2024/2/27,2035.10 
2024/2/28,2032.50 
2024/2/29,2048.10 
2024/3/1,2049.80 
2024/3/4,2098.10 
2024/3/5,2134.40 
2024/3/6,2142.90 
2024/3/7,2153.50 
2024/3/8,2171.20 
2024/3/11,2180.50 
2024/3/12,2161.30 
2024/3/13,2168.40 
2024/3/14,2160.80 
2024/3/15,2163.50 
2024/3/18,2158.20 
2024/3/19,2154.90 
2024/3/20,2157.50 
2024/3/21,2170.50 
2024/3/22,2171.60 
2024/3/25,2176.70 
2024/3/26,2179.80 
2024/3/27,2192.70 
2024/3/28,2214.40 
2024/3/29,2214.40 
2024/4/1,2214.40 
2024/4/2,2264.50 
2024/4/3,2280.20 
2024/4/4,2293.50 
2024/4/5,2298.60 
